date,B1,B10,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,B9,MSK_CLASSI_CIRRUS,MSK_CLASSI_OPAQUE,MSK_CLASSI_SNOW_ICE,QA10,QA20,QA60,NDVI,NDWI,MNDWI,NDRE,PRI,CIRE,GNDVI,SIPI,LST,NMDI
2023-11-02T00:00:00,3551.954088909575,1014.9732760820928,4505.694296395273,3638.096806641946,3468.178014322819,3334.2699115708574,3492.9427837914923,3658.7484498626254,4576.905145104865,5110.688411127959,4895.110754124943,5398.41648775654,1925.3165132793845,0,0,0,0,0,0.0,0.16716249651903684,-0.18966686631236487,-0.1494170577506132,0.19207644443662045,0.01968528156492564,0.33791946104103965,0.18966686631236487,0.9826447534786344,1014.9732760820928,-0.3345701923136481
2023-10-28T00:00:00,4689.022084765866,2519.1833140660888,3345.630714489468,3083.472758118516,4366.977750086324,4145.348386806188,4271.013391985827,4337.254612878527,4594.880132718783,4792.469710390798,4614.058702538773,4894.610386295731,3518.8294773822568,0,0,0,0,0,0.0,0.038609175806727174,-0.05350936552574773,0.10675742936973334,0.06037304200906927,0.02603628664080341,0.06382011534170418,0.05350936552574773,1.3883923756484828,2519.1833140660888,-0.40909303146002146
2023-10-23T00:00:00,2762.1469214947374,1021.7523533562536,3527.353161079164,2763.034816160463,2569.899920428784,2551.224015493866,2695.1583467203145,2834.4711516807547,3586.919648085035,4024.373864608825,3854.385890371883,4262.003513144266,1722.5037608659748,0,0,0,0,0,0.0,0.1769936199661781,-0.20344071743811387,-0.16058513649334274,0.20116077755330233,0.0036468371335272574,0.35982540802588514,0.20344071743811387,0.9024836166197444,1021.7523533562536,-0.3314590035266329
2023-10-18T00:00:00,2392.694101220592,1010.9688020778592,2847.429849715496,2135.6587896167066,2080.374360052246,1990.7442911405697,1948.140255528698,2141.5532751812857,3155.043253712071,3749.400273244553,3643.72238653595,4051.2441334994833,1590.948308736319,0,0,0,0,0,0.0,0.3032231368224744,-0.2933690427071649,-0.17706794621975813,0.3083728939108009,0.022016078771228,0.7014390576986713,0.2933690427071649,1.0845839200763059,1010.9688020778592,-0.369642469164215
2023-10-13T00:00:00,2479.764529253682,1012.118395964388,2763.661221793505,2088.672526911585,2176.866665665769,2050.481555992613,2017.7002417163355,2190.938009518519,3085.8609455462624,3579.0802318074675,3446.97395168676,3841.8050355067776,1530.847148197637,0,0,0,0,0,0.0,0.26154783604406473,-0.25402522926168164,-0.14814260787854372,0.2736511423853188,0.029897018898427843,0.5732868464152794,0.25402522926168164,1.1253173064206818,1012.118395964388,-0.3642472727000449
2023-10-08T00:00:00,2324.786163616436,1011.4756106715504,2713.1807017280457,2070.8100950350563,1989.5348236671823,1886.0835497770504,1805.338012521207,2042.4018496554409,3100.814629093037,3675.948639031932,3633.517963577402,3961.206494812857,1830.285855840978,0,0,0,0,0,0.0,0.3361331793101795,-0.3165870596948901,-0.17983249205138196,0.3196085645602441,0.026692843288952505,0.7790416534289699,0.3165870596948901,1.1120430049885028,1011.4756106715504,-0.37950383249979086
2023-10-03T00:00:00,2314.7482847148185,1013.8449712492682,2719.8848469380086,2070.1380185265816,1983.757653099524,1876.636269461168,1795.4746648250184,2045.9808128274808,3152.9073821069846,3709.435659915624,3604.541910009459,3988.5349287612407,1682.6395273770015,0,0,0,0,0,0.0,0.33501142452324656,-0.31524347210970843,-0.18345365029834232,0.32190720831931063,0.02774882195630955,0.7617672108215405,0.31524347210970843,1.1161678289209644,1013.8449712492682,-0.3803344670745266
2023-09-28T00:00:00,2283.668398216403,1011.6713708769348,2708.670214842283,2069.4113081207674,1950.5357545002785,1862.903643761167,1773.121758974282,2034.4728031588288,3141.41321482727,3720.821099884396,3667.528518023631,4001.648520425781,1803.1334544417248,0,0,0,0,0,0.0,0.34819491468851776,-0.326308111458702,-0.1850055576570047,0.3259006258838293,0.022979809454704646,0.8026923300863176,0.326308111458702,1.1033283303780117,1011.6713708769348,-0.38297186782367615
2023-09-23T00:00:00,3047.9876889816383,1648.7542750761932,2880.703694806851,2474.0315582446274,2836.292131457653,2672.310237662708,2694.629348266699,2767.4220127013677,3200.103202366117,3466.280405963336,3364.6543606527835,3600.66048613509,2023.6576035551825,0,0,0,0,0,0.0,0.11057825389489255,-0.1146841449398696,-0.03752799104746089,0.13084605508580757,0.029768330114763805,0.21580819448944055,0.1146841449398696,1.2681167868618335,1648.7542750761932,-0.3566551878435448
2023-09-18T00:00:00,10451.900911315624,3520.842178749979,3170.842073655922,3191.442085666672,10171.04831324035,9785.124071043589,10194.256594652214,10265.53952287297,10312.687480294862,10384.997087393212,10148.07320551894,10359.086507424146,7877.6234029456355,0,0,0,0,0,0.0,-0.0022703097229740594,-0.018208274841192054,0.5105201668108459,0.004535693612759703,0.019338590325100997,-0.011442780683109777,0.018208274841192054,2.0101489704980606,3520.842178749979,-0.62074376116048
2023-09-13T00:00:00,2508.160883991172,1015.3977810140073,3169.496013932469,2350.393141861966,2252.66634137553,2212.9341660786395,2263.943609530529,2437.988574774423,3367.918762292251,3910.444682991277,3702.610266188239,4214.203161829838,1435.5015238638582,0,0,0,0,0,0.0,0.24112187480824507,-0.25182400659253357,-0.1777193230311174,0.2670119349208834,0.00889738686444699,0.5187151836963906,0.25182400659253357,0.9922222729017222,1015.3977810140073,-0.34878447614599484
2023-09-08T00:00:00,2486.2218685723724,1011.4641704325364,2660.544462293754,2004.046301439788,2164.7315897728463,2058.527271908358,2013.7403726335071,2176.310763133003,3051.927635233533,3588.132193313016,3430.365457084089,3840.0824688095854,1426.6645547765245,0,0,0,0,0,0.0,0.2602126278878871,-0.24992985888203875,-0.1275711038724405,0.27653972098153223,0.02514748002498952,0.5762296061734109,0.24992985888203875,1.1193008665769273,1011.4641704325364,-0.37433352474656356
2023-09-03T00:00:00,4362.724368309637,1168.396024441875,4732.125437266352,3990.0580119206697,3563.828246280422,3626.468719503954,4084.140630864624,4241.359496749591,4625.493506688487,4954.489332952992,4453.323599621657,5194.282597925139,2746.573213025657,0,0,0,0,0,0.0,0.04324269581578146,-0.1023361551212723,-0.1322778324949341,0.10099186590739354,-0.008711806135631427,0.04997550974740683,0.1023361551212723,0.4150476642404719,1168.396024441875,-0.3199242650761432
2023-08-29T00:00:00,2304.502935126937,1011.5117930547837,2975.6792229045,2185.417058267149,2007.843965348988,1979.769078325101,1955.536910534928,2265.367889260888,3400.5673878120915,4001.199558604951,3951.462744156018,4339.918477036949,1819.808923986968,0,0,0,0,0,0.0,0.33789164555580403,-0.3324256621293432,-0.20097276452915125,0.31407428425223827,0.007040524423106874,0.7442918489699457,0.3324256621293432,1.0269121987214824,1011.5117930547837,-0.37360812531448806
2023-08-24T00:00:00,2407.7900070563155,1012.441785397931,3128.8358130526817,2299.6426801987777,2138.685978951161,2109.1151830888634,2141.329770144279,2395.64165928506,3429.2141516657407,3990.531956100708,3846.6113771825785,4299.472382782588,1607.9186872250662,0,0,0,0,0,0.0,0.2847859665086343,-0.2917353871959034,-0.19467929935102096,0.284361209015279,0.00696143598399883,0.6056705986364157,0.2917353871959034,0.9984520452732563,1012.441785397931,-0.3567328098333767
2023-08-19T00:00:00,2449.682841142824,1012.4716321107388,3265.0820484333467,2413.683276532496,2209.910219646584,2212.3016349632912,2295.877685528548,2511.2366718212807,3424.0423979461625,3974.637996006425,3862.395859294068,4282.409401414266,1664.5337577131525,0,0,0,0,0,0.0,0.254376192022604,-0.271633974513245,-0.19220497856692134,0.26071018573822247,-0.0005407735756065433,0.5380453394274685,0.271633974513245,0.9479768756717892,1012.4716321107388,-0.3444383542863769
2023-08-14T00:00:00,2354.402345098861,1011.8426141396546,3067.5527797378654,2207.511778041347,2066.937844370711,2037.018106205053,2027.7319200684608,2319.347035596858,3496.393397090396,4114.993964598314,3961.17250439143,4445.535694446528,1593.1303466602612,0,0,0,0,0,0.0,0.32283710797360676,-0.32078913844237295,-0.20188468268130466,0.31429793297186015,0.007290462793944056,0.7078826254097272,0.32078913844237295,1.0206975012809771,1011.8426141396546,-0.3688552763939689
2023-08-09T00:00:00,2500.3781134115043,1016.4788085336374,3344.023646163315,2442.975272869218,2281.7890461963448,2303.407284519645,2405.72899244824,2608.2291651027685,3500.5486360292466,4059.014427912982,3918.740042337892,4372.803969552751,1607.8801327187834,0,0,0,0,0,0.0,0.23923131595201427,-0.2596101752277316,-0.18426367217523898,0.25276700030117477,-0.004714790112362459,0.5024523514917016,0.2596101752277316,0.9242860986406839,1016.4788085336374,-0.34171485749583125
2023-08-04T00:00:00,2369.966099659195,1013.9853318720252,3171.226387616917,2311.887864638851,2105.5321362619525,2094.9211194018644,2114.7036197396656,2411.6071734202114,3546.93927064723,4139.822541174352,4010.4357049559344,4456.88125872656,1730.3218730764029,0,0,0,0,0,0.0,0.3095002390513755,-0.31374326524405166,-0.20438190665577458,0.29777644754176147,0.0025261599675654883,0.6629722075624025,0.31374326524405166,0.9951853292584248,1013.9853318720252,-0.36192599199604314
2023-07-30T00:00:00,2627.374299998497,1040.523983965649,3576.3533262269725,2660.819013016649,2412.509075622682,2446.75757803234,2608.2099479033736,2778.758583932619,3587.476391370276,4130.4000780698725,3958.3193658324185,4435.298121819027,1620.5091206629932,0,0,0,0,0,0.0,0.20560471954414353,-0.2359943215433127,-0.1875435744335748,0.22962663109726836,-0.007048080471957073,0.42449199751294486,0.2359943215433127,0.8733991657837011,1040.523983965649,-0.329798411853205
2023-07-25T00:00:00,3015.583992673443,1193.4804149713996,4054.302310567957,3194.301634963292,2855.9421532271363,2876.6727070728293,3176.998213400993,3303.156950470669,3761.3144264116377,4078.001501343703,3930.147326857537,4285.283603825421,2058.081748164608,0,0,0,0,0,0.0,0.10597068952511524,-0.15476751471808997,-0.16990821644830825,0.12942404257205842,-0.0036162474456915314,0.1898154964442509,0.15476751471808997,0.7011222175659325,1193.4804149713996,-0.29697557857773715
2023-07-20T00:00:00,2465.9019322293457,1012.3408800876784,3273.062936328011,2398.4012941582723,2230.46597204498,2223.893239449307,2285.848454366658,2509.8369991142063,3442.5738886303247,4009.737234825168,3915.1798910024463,4336.501719038541,1693.0743915804646,0,0,0,0,0,0.0,0.2627518124235901,-0.275495439720993,-0.1908637550180836,0.2668089901951562,0.001475573092244575,0.5599339289301362,0.275495439720993,0.9671264766685432,1012.3408800876784,-0.34590845875461534
2023-07-15T00:00:00,2497.3985767261693,1013.9748524929812,3372.547344873661,2464.754605371808,2272.644962241205,2276.889471076614,2379.6261053643016,2597.923176242736,3517.4493221433177,4041.034681039527,3881.961700722146,4338.243863257614,1622.876169171408,0,0,0,0,0,0.0,0.23992885540909129,-0.26061227733430564,-0.19394107934858806,0.2509052445109861,-0.0009329545468047984,0.4942557717724583,0.26061227733430564,0.9335238734768411,1013.9748524929812,-0.33712698921796486
2023-07-10T00:00:00,2398.9493296500373,1014.2768327653248,3238.739922230397,2364.5394027654747,2144.116684432566,2141.295599561607,2187.5399282357707,2429.599516567328,3447.584458089989,4054.9494947978446,3944.7149548846182,4377.410902757966,1651.0391850706385,0,0,0,0,0,0.0,0.28654631292082094,-0.29632208803934723,-0.2039845867603582,0.286147848497594,0.0006582995249945355,0.6236070710361059,0.29632208803934723,0.9758839911623913,1014.2768327653248,-0.3509988090354192
2023-07-05T00:00:00,2367.677271157687,1013.2687255093308,3189.68916179981,2301.4705961835834,2080.9495998919024,2064.226222469109,2062.038884801899,2371.6637890912366,3576.287672466858,4193.561772786644,4085.779752878827,4517.948488897562,1788.2847298332,0,0,0,0,0,0.0,0.3291803137576595,-0.3287075717508305,-0.21421413498598033,0.3115247438035605,0.004034419320063511,0.7227482966480665,0.3287075717508305,1.0094325771496548,1013.2687255093308,-0.36264268841456826
2023-06-30T00:00:00,2574.2540723947936,1024.0622006695992,3230.5133694656706,2345.2751512603786,2333.4310658038944,2295.4713468554346,2352.277178074376,2553.89711291606,3475.604080652183,4040.4468599396464,3957.5445223475,4364.364601318181,1746.1944690497987,0,0,0,0,0,0.0,0.25440771871030765,-0.26580344752970025,-0.1692082172881461,0.26169398660896354,0.00820058743183824,0.5496100067354492,0.26580344752970025,0.9883960617439933,1024.0622006695992,-0.35000732286480046
2023-06-25T00:00:00,2460.5955830468274,1012.8819493446632,3310.698950560752,2410.046811896648,2202.932064197456,2187.9466872851203,2251.769408620716,2498.0329544942724,3536.664569789962,4099.514780728752,3949.604951431529,4397.314006035399,1657.58279159848,0,0,0,0,0,0.0,0.27378375247717013,-0.28702948143582024,-0.20418705572659465,0.2754438699623074,0.0034128423398791866,0.5810860078229545,0.28702948143582024,0.972039787884613,1012.8819493446632,-0.34558620401312007
2023-06-20T00:00:00,2401.130511808068,1012.304562583512,2166.47612112841,1693.278754485264,2091.849054904139,1947.4168480790304,1895.292266578588,1974.8312339543888,2468.066239284159,2777.3116939660995,2605.631555241941,2905.6061374930555,1362.0130917170868,0,0,0,0,0,0.0,0.1578207756415739,-0.14456571704417023,-0.05324865636734887,0.19071546927004548,0.03575704355547359,0.3194198625390594,0.14456571704417023,1.3825680870724844,1012.304562583512,-0.35953865080333985
2023-06-15T00:00:00,2350.608059212995,1013.6305793685348,3189.632711276592,2336.867956821355,2052.7812842494022,2018.148047502514,2023.4027955019744,2334.461618148241,3506.8424940321597,4082.348867236176,3989.737039650485,4383.370426531746,1847.18780308376,0,0,0,0,0,0.0,0.32700623934494866,-0.3281668945972238,-0.22494892124620028,0.30499553944729607,0.008507452211651135,0.7090608852311111,0.3281668945972238,1.0151673514820914,1013.6305793685348,-0.3562716041775555
2023-06-10T00:00:00,2424.917035746994,1030.8864984160823,3184.583437176271,2311.84465596709,2137.308165808399,2098.241341000194,2111.8365637245324,2372.878751482577,3497.9084330475766,4149.183404146706,3994.825859143934,4510.668097947662,1654.012401098983,0,0,0,0,0,0.0,0.308349989737096,-0.31126925993838983,-0.20563659439620152,0.310565089949527,0.00922355523065078,0.6835356027559194,0.31126925993838983,1.0137127103420087,1030.8864984160823,-0.3635349603191789
2023-06-05T00:00:00,6699.623493026257,1027.4703409551546,6962.437581635564,5643.724788685875,6813.483792994728,6701.514930863123,7275.039200084075,7328.91380785803,7564.638671611089,7853.53704565586,7564.621916615371,8054.335370156285,3607.171078114912,0,0,0,0,0,0.0,0.019514105763872323,-0.060500400001756674,-0.019095693616745995,0.04715658921621218,0.008284785253730602,0.03216139730073175,0.060500400001756674,0.3855252548432067,1027.4703409551546,-0.3260145356522689
2023-05-31T00:00:00,2439.263215577941,1016.0512258471334,3315.135060879488,2362.586650051796,2160.23758764094,2126.406413740297,2190.5119131622787,2456.668608404522,3536.515636494661,4161.374044770068,4077.616181482427,4541.647274310507,1708.64852042578,0,0,0,0,0,0.0,0.30106344985713224,-0.3145071988043076,-0.21845439434461913,0.29792577254988206,0.007892228486840064,0.6598153155588315,0.3145071988043076,0.9842105645600832,1016.0512258471334,-0.35120552635549024
2023-05-26T00:00:00,2902.286111069405,1016.6249793565238,3615.958592940682,2685.877835662918,2645.93557734172,2554.8266398426576,2693.2953293197397,2908.240184965544,3757.728361883886,4257.612848499409,4114.497049859623,4583.556863392737,1842.750461663188,0,0,0,0,0,0.0,0.20876102580425646,-0.2338573568449171,-0.17196060356477513,0.22362013647904602,0.01751838167067511,0.4147720917721831,0.2338573568449171,0.9677509230193684,1016.6249793565238,-0.33563106156221756
2023-05-21T00:00:00,2593.00111099434,1020.1119551999032,3492.261849355172,2461.6341825934205,2308.377663008392,2245.796898223909,2316.00100590028,2610.2151575660223,3743.002131908056,4379.54567838215,4370.508430044888,4818.929617007218,1980.980032128756,0,0,0,0,0,0.0,0.307261575538956,-0.3211326301316455,-0.21722763846869877,0.2973040001859532,0.013741406690293742,0.6743862732451169,0.3211326301316455,0.9963031719356754,1020.1119551999032,-0.3516535098303256
2023-05-16T00:00:00,2374.8039245124387,1016.2028915879714,3346.7620069962604,2396.0887143993878,2088.3281036527687,2048.218490549041,2135.8724308255887,2463.743180146231,3586.0634617983083,4156.269836503669,4113.255558725057,4529.206810095035,1988.1075412494176,0,0,0,0,0,0.0,0.31642544867154426,-0.3351530902608126,-0.2406947563643748,0.2953637067090683,0.009696400654582143,0.6695147415815159,0.3351530902608126,0.9765204787688936,1016.2028915879714,-0.34837553299595325
2023-05-11T00:00:00,2418.8076028045084,1012.3352650622306,3345.8565315957776,2367.854714969897,2149.5605717116814,2117.335760505653,2216.775023646164,2468.5802393141857,3490.176152656626,4108.241265933009,4032.4341135316095,4508.714984911497,1658.5739937243827,0,0,0,0,0,0.0,0.29054221902796196,-0.31140975877991894,-0.22487232837590107,0.29239621945676214,0.007552283603122458,0.633503359263659,0.31140975877991894,0.9643021953192273,1012.3352650622306,-0.3453889603442428
2023-05-06T00:00:00,2530.891167594998,1022.329830198027,3465.9170507604304,2532.73561337397,2317.9403516146945,2307.360217394569,2461.636689837404,2699.404597114417,3557.88388607804,4044.473553830677,3950.1654030357167,4378.123035116429,1832.5427207350576,0,0,0,0,0,0.0,0.23215450065947138,-0.2625327142533031,-0.2006757651769786,0.23718995180706592,0.0022874479317117184,0.46334692000536926,0.2625327142533031,0.9119629133877054,1022.329830198027,-0.3319857437005873
2023-05-01T00:00:00,3521.97198492651,1541.224390829792,3324.802888585284,2779.980347410932,3316.8909724203163,3220.0616902127385,3405.490579068265,3575.833546023691,4082.853033464949,4412.847418439501,4334.038734667527,4645.4504331376575,2587.351314426411,0,0,0,0,0,0.0,0.11997475789016182,-0.1474665389390088,-0.016003569991631744,0.13010338650570225,0.014812602630745587,0.21203592921347147,0.1474665389390088,0.9128940652121149,1541.224390829792,-0.3814454660401522
2023-04-26T00:00:00,2315.485294338433,1014.7797678922634,3190.8728211749512,2312.75247346375,2033.9270346960532,1994.6612368069411,2033.1246715810648,2380.3111684958044,3506.703829927784,4063.840106895669,4068.482802107885,4420.12489678262,2206.3375020643475,0,0,0,0,0,0.0,0.3335773629004473,-0.3420373245284329,-0.2306824274978443,0.29995337191708477,0.009746788513203576,0.7092230864416316,0.3420373245284329,1.0003943677179266,1014.7797678922634,-0.3569219781583517
2023-04-21T00:00:00,3840.3064993168873,1108.2488176918337,4034.669539237618,3488.765159818037,3435.681700121608,3451.797919137626,3756.379599741768,3961.944420256129,4503.355383067846,4860.55926554266,4589.470205834219,5123.799465521637,2592.976639091986,0,0,0,0,0,0.0,0.09982094400211361,-0.14147921310615125,-0.07785669587702852,0.12787671101803788,-0.0023399298302027296,0.1583883363859815,0.14147921310615125,0.7220479333670533,1108.2488176918337,-0.3619680814421816
2023-04-16T00:00:00,2293.3486270211843,1012.7314246250392,2973.134069992643,2141.22147822301,1997.1028120167543,1956.823952437431,1909.636374555226,2281.0719894305403,3517.7216058372237,4099.279670304924,4039.194378969178,4443.674944074949,1961.661522062246,0,0,0,0,0,0.0,0.35797925552887666,-0.34729220483274326,-0.20614985217546594,0.3215887491422793,0.010187052512310151,0.7707439299088257,0.34729220483274326,1.0428317901493818,1012.7314246250392,-0.3778772577905586
2023-04-11T00:00:00,2354.297641389042,1019.9367634032452,2890.5913642710225,2113.552914858798,2060.357740177458,2016.517573228038,1945.1835692945187,2295.8033690152683,3477.04190250274,4043.208371492485,4049.635638896812,4385.455372558442,2177.765760355516,0,0,0,0,0,0.0,0.35104512688669015,-0.335157717679309,-0.17812398342402846,0.31276322087938996,0.010753374479044175,0.7639296524918897,0.335157717679309,1.057897476746253,1019.9367634032452,-0.3842993372456961
2023-04-06T00:00:00,2583.133004038614,1074.448346269911,3081.668278108905,2420.284054228534,2348.530229555451,2305.6713408500605,2266.0665095260256,2626.9417328509007,3745.9843409851815,4225.145044815108,4215.797603855451,4469.584713318418,2693.9687270106747,0,0,0,0,0,0.0,0.30079789705932053,-0.29289816131933527,-0.14404084244623802,0.25965421173934605,0.009208644717477597,0.6048310288482253,0.29289816131933527,1.0441627809516778,1074.448346269911,-0.3819070692914997
2023-04-01T00:00:00,2308.2061194769312,1042.2499737264852,2651.245875058177,1941.9988139384752,1989.4859399162249,1947.784782380231,1784.4740042337887,2170.4190400408365,3611.5581695617575,4265.174921554792,4250.72262675094,4582.889891452849,2229.676025042412,0,0,0,0,0,0.0,0.4086442867255424,-0.3715310303538874,-0.15295855693855348,0.3572279716335183,0.01059138689647208,0.9584801590530476,0.3715310303538874,1.0906636341414628,1042.2499737264852,-0.4221432016250347
2023-03-27T00:00:00,2236.379764889575,1011.0441995586044,2500.4987163511337,1825.2576005524936,1898.370396504871,1844.247151200324,1635.0601288152902,2038.537526085847,3657.6813848394295,4332.136532196317,4285.1120903208375,4611.425976248742,2248.5946822406067,0,0,0,0,0,0.0,0.4476308903547815,-0.3982251395195999,-0.1510448677912316,0.38690264228662846,0.01446133477831123,1.1020521013162758,0.3982251395195999,1.1103220630752861,1011.0441995586044,-0.440427948243373
2023-03-22T00:00:00,2273.174546218867,1024.3108081733144,2433.9930637920934,1780.2508595192696,1936.636119326796,1870.5254102421652,1643.6008677766602,2028.6478298076777,3713.9450808473566,4411.818082183551,4424.586725118978,4702.332562643565,2406.661086672572,0,0,0,0,0,0.0,0.45828936808054044,-0.40572133743734967,-0.1309014369316524,0.39722069846383895,0.01736482903894958,1.1810521570609147,0.40572133743734967,1.1177817802603967,1024.3108081733144,-0.4540521089846463
2023-03-17T00:00:00,2222.6873001336185,1012.60268440254,2465.63635954179,1803.418109207741,1885.3822421066857,1802.30472773132,1592.088354076899,1975.6204603119795,3689.880673202516,4401.508550152385,4349.973801552387,4670.263771075109,2243.7612563244106,0,0,0,0,0,0.0,0.4641293502564208,-0.4141017123484631,-0.15542192786786765,0.40546046499529825,0.022528353153308735,1.201826661010315,0.4141017123484631,1.1190030400395228,1012.60268440254,-0.448361431287369
2023-03-12T00:00:00,2238.763643460897,1020.6825859143922,2494.15321212485,1820.987764048824,1892.7800681610047,1831.4138754184996,1612.119221703424,1984.3061690212744,3690.28321347606,4427.658399267345,4419.275931959102,4726.766180731755,2202.454681940336,0,0,0,0,0,0.0,0.4654241081437104,-0.41401223485545313,-0.15321443946965688,0.408647063954154,0.016477711330877422,1.2271139408586507,0.41401223485545313,1.1110870001725082,1020.6825859143922,-0.44831258077671576
2023-03-07T00:00:00,6146.199273349648,2770.244734036963,3192.609665650758,3319.132553635503,5959.514045070338,5647.319621060851,5836.2553034966295,5994.040506253094,6188.733196210609,6333.962286246188,6233.24848739622,6363.356614169681,5104.263801101986,0,0,0,0,0,0.0,0.0328922539631783,-0.04931825321705627,0.277684342916642,0.029886237717992214,0.026897466870785994,0.039907635074134085,0.04931825321705627,1.4502858336948659,2770.244734036963,-0.5040644414542649
